,ClassNumber,ClassLetter,Subgroup,LessonName,TeacherID,Week,Weekday,StartHour,StartMinute,EndHour,EndMinute,Room,Required,Teacher
258,10,б,англ. Татьяна Петровна,английский язык,1,0,1,10,45,11,25,8,True,Некто
259,10,б,англ. Светлана Николаевна,английский язык,1,0,1,10,45,11,25,9,True,Некто
260,10,в,англ. Татьяна Петровна,геометрия,1,0,1,10,45,11,25,10,True,Некто
261,10,в,англ. Светлана Николаевна,геометрия,1,0,1,10,45,11,25,10,True,Некто
262,11,а,англ. Татьяна Петровна,обществознание,1,0,1,10,45,11,25,4,True,Некто
263,11,а,англ. Светлана Николаевна,обществознание,1,0,1,10,45,11,25,4,True,Некто
264,11,б,англ. Татьяна Петровна,литература,1,0,1,10,45,11,25,12,True,Некто
265,11,б,англ. Светлана Николаевна,литература,1,0,1,10,45,11,25,12,True,Некто
266,11,в,англ. Татьяна Петровна,право,1,0,1,10,45,11,25,6,True,Некто
267,11,в,англ. Светлана Николаевна,право,1,0,1,10,45,11,25,6,True,Некто
268,8,а,англ. Татьяна Петровна,обществознание,1,0,1,11,40,12,20,12,True,Некто
269,8,а,англ. Светлана Николаевна,обществознание,1,0,1,11,40,12,20,12,True,Некто
270,8,б,англ. Татьяна Петровна,химия,1,0,1,11,40,12,20,2,True,Некто
271,8,б,англ. Светлана Николаевна,химия,1,0,1,11,40,12,20,2,True,Некто
272,8,в,англ. Татьяна Петровна,ИЗО,1,0,1,11,40,12,20,7,True,Некто
273,8,в,англ. Светлана Николаевна,ИЗО,1,0,1,11,40,12,20,7,True,Некто
274,9,а,англ. Татьяна Петровна,информатика и ИКТ,1,0,1,11,40,12,20,13,True,Некто
275,9,а,англ. Светлана Николаевна,информатика и ИКТ,1,0,1,11,40,12,20,15,True,Некто
276,9,б,англ. Татьяна Петровна,русский язык,1,0,1,11,40,12,20,5,True,Некто
277,9,б,англ. Светлана Николаевна,русский язык,1,0,1,11,40,12,20,5,True,Некто
278,9,в,англ. Татьяна Петровна,алгебра,1,0,1,11,40,12,20,11,True,Некто
279,9,в,англ. Светлана Николаевна,алгебра,1,0,1,11,40,12,20,11,True,Некто
280,10,а,англ. Татьяна Петровна,английский язык,1,0,1,11,40,12,20,8,True,Некто
281,10,а,англ. Светлана Николаевна,английский язык,1,0,1,11,40,12,20,9,True,Некто
282,10,б,англ. Татьяна Петровна,физика,1,0,1,11,40,12,20,14,True,Некто
